no.,listed as,book,author,edition,year
887,Mr. Rippon,Letters,"Sancho, Ignatius",1,1782
888,Mr. Ryley,Letters,"Sancho, Ignatius",1,1782
889,Mr. Rutton,Letters,"Sancho, Ignatius",1,1782
890,Mr. J. Reid,Letters,"Sancho, Ignatius",1,1782
891,Mr. S. Rochat,Letters,"Sancho, Ignatius",1,1782
892,Mr. Relyat,Letters,"Sancho, Ignatius",1,1782
893,Mr. Reeve,Letters,"Sancho, Ignatius",1,1782
894,Mr. John Robinson,Letters,"Sancho, Ignatius",1,1782
895,Mr. George Read,Letters,"Sancho, Ignatius",1,1782
896,Mr. Thomas Rickman,Letters,"Sancho, Ignatius",1,1782
897,Mr. Ralf,Letters,"Sancho, Ignatius",1,1782
898,Mr. Richard Rush,Letters,"Sancho, Ignatius",1,1782
899,Mr. John Rush,Letters,"Sancho, Ignatius",1,1782
900,Mr. R. Rush,Letters,"Sancho, Ignatius",1,1782
901,Mr. John Robinson,Letters,"Sancho, Ignatius",1,1782
902,Miss Rayner,Letters,"Sancho, Ignatius",1,1782
903,Mr. Ruspini,Letters,"Sancho, Ignatius",1,1782
904,Earl of Spencer,Letters,"Sancho, Ignatius",1,1782
905,Countess of Spencer,Letters,"Sancho, Ignatius",1,1782
906,Earl of Shelburne,Letters,"Sancho, Ignatius",1,1782
907,Countess of Shelburne,Letters,"Sancho, Ignatius",1,1782
908,Lord Sondes,Letters,"Sancho, Ignatius",1,1782
909,Lady Southampton,Letters,"Sancho, Ignatius",1,1782
910,Lady Stapleton,Letters,"Sancho, Ignatius",1,1782
911,Lady Stawell,Letters,"Sancho, Ignatius",1,1782
912,Lady Sheffield,Letters,"Sancho, Ignatius",1,1782
913,Lady Louisa Stewart,Letters,"Sancho, Ignatius",1,1782
914,Lady Frances Scott,Letters,"Sancho, Ignatius",1,1782
915,Lady Mary Scott,Letters,"Sancho, Ignatius",1,1782
916,Lord Strathaven,Letters,"Sancho, Ignatius",1,1782
917,Honourable Thomas Sutton,Letters,"Sancho, Ignatius",1,1782
918,Honourable Mr. Shirley,Letters,"Sancho, Ignatius",1,1782
919,"George Augustus Selwyn, Esq.",Letters,"Sancho, Ignatius",1,1782
920,"Francis Stephens, Esq.",Letters,"Sancho, Ignatius",1,1782
921,"James Stephens, Esq.",Letters,"Sancho, Ignatius",1,1782
922,"William Symons, Esq.",Letters,"Sancho, Ignatius",1,1782
923,"John Symonds, Esq.",Letters,"Sancho, Ignatius",1,1782
924,"Rowland Stephenson, Esq.",Letters,"Sancho, Ignatius",1,1782
925,"Edward Stephenson, Esq.",Letters,"Sancho, Ignatius",1,1782
926,"John Stretton, Esq.",Letters,"Sancho, Ignatius",1,1782
927,"S. Streatfield, Esq.",Letters,"Sancho, Ignatius",1,1782
928,"---- Smith, Esq.",Letters,"Sancho, Ignatius",1,1782
929,"John Smith, Esq.",Letters,"Sancho, Ignatius",1,1782
930,"James Standen, Esq.",Letters,"Sancho, Ignatius",1,1782
931,"Alexander Stiell, Esq.",Letters,"Sancho, Ignatius",1,1782
932,"John Stables, Esq.",Letters,"Sancho, Ignatius",1,1782
933,"Charles Sulsh, Esq.",Letters,"Sancho, Ignatius",1,1782
934,"Thomas Swale, Esq.",Letters,"Sancho, Ignatius",1,1782
935,Mrs. Soame,Letters,"Sancho, Ignatius",1,1782
936,Mrs. Scotchmere,Letters,"Sancho, Ignatius",1,1782
937,"John Spink, Esq.",Letters,"Sancho, Ignatius",1,1782
938,Mrs. Spink,Letters,"Sancho, Ignatius",1,1782
939,Miss Spink,Letters,"Sancho, Ignatius",1,1782
940,Mr. Smith,Letters,"Sancho, Ignatius",1,1782
941,Mrs. Skeggs,Letters,"Sancho, Ignatius",1,1782
942,Mrs. Sargent,Letters,"Sancho, Ignatius",1,1782
943,Mrs. A. Scudamore,Letters,"Sancho, Ignatius",1,1782
944,Mrs. Scholey,Letters,"Sancho, Ignatius",1,1782
945,"George Steevens, Esq.",Letters,"Sancho, Ignatius",1,1782
946,Mr. Squires,Letters,"Sancho, Ignatius",1,1782
947,Miss Smith,Letters,"Sancho, Ignatius",1,1782
948,Mr. Sutton,Letters,"Sancho, Ignatius",1,1782
949,Mr. Shergold,Letters,"Sancho, Ignatius",1,1782
950,Capt. John Steele,Letters,"Sancho, Ignatius",1,1782
951,Mr. Abraham Smith,Letters,"Sancho, Ignatius",1,1782
952,Mr. John Sands,Letters,"Sancho, Ignatius",1,1782
953,Mr. John Stutter,Letters,"Sancho, Ignatius",1,1782
954,Mr. John Stedman,Letters,"Sancho, Ignatius",1,1782
955,Mr. Stedman,Letters,"Sancho, Ignatius",1,1782
956,Mrs. Stedman,Letters,"Sancho, Ignatius",1,1782
957,Mr. Simpson,Letters,"Sancho, Ignatius",1,1782
958,Mr. G. Steele,Letters,"Sancho, Ignatius",1,1782
959,Miss Siggoe,Letters,"Sancho, Ignatius",1,1782
960,Mr. R. Sturgeon,Letters,"Sancho, Ignatius",1,1782
961,Rev. Mr. Stevenson,Letters,"Sancho, Ignatius",1,1782
962,Mr. William Stevenson,Letters,"Sancho, Ignatius",1,1782
963,Mr. S. E. Stevenson,Letters,"Sancho, Ignatius",1,1782
964,Miss Stevenson,Letters,"Sancho, Ignatius",1,1782
965,Mr. Sutton,Letters,"Sancho, Ignatius",1,1782
966,Mr. Stephenson,Letters,"Sancho, Ignatius",1,1782
967,Mr. William Steele,Letters,"Sancho, Ignatius",1,1782
968,Rev. Mr. Stone,Letters,"Sancho, Ignatius",1,1782
969,Mrs. Stannard,Letters,"Sancho, Ignatius",1,1782
970,Mr. Thomas Skinner,Letters,"Sancho, Ignatius",1,1782
971,Mr. James Scott,Letters,"Sancho, Ignatius",1,1782
972,Rev. Neville Syer,Letters,"Sancho, Ignatius",1,1782
973,Rev. Mr. Steggall,Letters,"Sancho, Ignatius",1,1782
974,Rev. Bence Sparrow,Letters,"Sancho, Ignatius",1,1782
975,Miss Hannah Shelton,Letters,"Sancho, Ignatius",1,1782
976,Miss Ann Shelton,Letters,"Sancho, Ignatius",1,1782
977,Mrs. Smith,Letters,"Sancho, Ignatius",1,1782
978,Mr. S. Stephens,Letters,"Sancho, Ignatius",1,1782
979,Mr. J. Shields,Letters,"Sancho, Ignatius",1,1782
980,Mr. Sykes,Letters,"Sancho, Ignatius",1,1782
981,Lady Mary Scott,Letters,"Sancho, Ignatius",1,1782
982,Mr. John Scott,Letters,"Sancho, Ignatius",1,1782
983,Mr. T. Singleton,Letters,"Sancho, Ignatius",1,1782
984,Mrs. Smith,Letters,"Sancho, Ignatius",1,1782
985,Mrs. Stone,Letters,"Sancho, Ignatius",1,1782
986,Mr. Sparkes,Letters,"Sancho, Ignatius",1,1782
987,Rev. Mr. Shilleto,Letters,"Sancho, Ignatius",1,1782
988,Mr. Thomas Shepley,Letters,"Sancho, Ignatius",1,1782
989,Mr. R. F. Smith,Letters,"Sancho, Ignatius",1,1782
990,Mrs. Smith,Letters,"Sancho, Ignatius",1,1782
991,Mrs. Stanley,Letters,"Sancho, Ignatius",1,1782
992,Mr. Seaman,Letters,"Sancho, Ignatius",1,1782
993,Mrs. Squire,Letters,"Sancho, Ignatius",1,1782
994,Mr. George Sargent,Letters,"Sancho, Ignatius",1,1782
995,Mr. T. Shaw,Letters,"Sancho, Ignatius",1,1782
996,Mr. T. Spare,Letters,"Sancho, Ignatius",1,1782
997,Miss Styles,Letters,"Sancho, Ignatius",1,1782
998,Mr. Simes,Letters,"Sancho, Ignatius",1,1782
999,Miss Strangways,Letters,"Sancho, Ignatius",1,1782
1000,Mrs. Soley,Letters,"Sancho, Ignatius",1,1782
1001,Mr. Thomas Steele,Letters,"Sancho, Ignatius",1,1782
1002,Mr. Snelling,Letters,"Sancho, Ignatius",1,1782
1003,Mr. Smith,Letters,"Sancho, Ignatius",1,1782
1004,Mr. Simons,Letters,"Sancho, Ignatius",1,1782
1005,"Mr. Lionel Self, jun.",Letters,"Sancho, Ignatius",1,1782
1006,Mr. Sutherland,Letters,"Sancho, Ignatius",1,1782
1007,Mr. Scott,Letters,"Sancho, Ignatius",1,1782
1008,H---- S----,Letters,"Sancho, Ignatius",1,1782
1009,Mr. Singleton,Letters,"Sancho, Ignatius",1,1782
1010,Lord Thurlow,Letters,"Sancho, Ignatius",1,1782
1011,Honourable Charles Townshend,Letters,"Sancho, Ignatius",1,1782
1012,Honourable Mrs. Charles Townshend,Letters,"Sancho, Ignatius",1,1782
1013,Honourable Mr. H. Tracy,Letters,"Sancho, Ignatius",1,1782
1014,Honourable Mrs. H. Tracy,Letters,"Sancho, Ignatius",1,1782
1015,Honourable Mrs. Tracy,Letters,"Sancho, Ignatius",1,1782
1016,Mrs. Tracy,Letters,"Sancho, Ignatius",1,1782
1017,"Anthony Todd, Esq.",Letters,"Sancho, Ignatius",1,1782
1018,"Thomas Todd, Esq.",Letters,"Sancho, Ignatius",1,1782
1019,Miss Todd,Letters,"Sancho, Ignatius",1,1782
1020,"Framingham Thurston, Esq.",Letters,"Sancho, Ignatius",1,1782
1021,"John Trenchard, Esq.",Letters,"Sancho, Ignatius",1,1782
1022,"F. Trussen, Esq.",Letters,"Sancho, Ignatius",1,1782
1023,Miss Tuting,Letters,"Sancho, Ignatius",1,1782
1024,Mr. Thompson,Letters,"Sancho, Ignatius",1,1782
1025,Mrs. Mary Turner,Letters,"Sancho, Ignatius",1,1782
1026,Mr. Thompson,Letters,"Sancho, Ignatius",1,1782
1027,Mrs. Taylor,Letters,"Sancho, Ignatius",1,1782
1028,Rev. Mr. Till,Letters,"Sancho, Ignatius",1,1782
1029,Mr. Taylor,Letters,"Sancho, Ignatius",1,1782
1030,Mrs. Thurlow,Letters,"Sancho, Ignatius",1,1782
1031,Mrs. Twight,Letters,"Sancho, Ignatius",1,1782
1032,Mr. Taylor,Letters,"Sancho, Ignatius",1,1782
1033,Rev. Mr. Travell,Letters,"Sancho, Ignatius",1,1782
1034,Rev. Mr. Treminier,Letters,"Sancho, Ignatius",1,1782
1035,Rev. Mr. Taylor,Letters,"Sancho, Ignatius",1,1782
1036,Mr. Topham,Letters,"Sancho, Ignatius",1,1782
1037,Mrs. A. Tappy,Letters,"Sancho, Ignatius",1,1782
1038,Mr. Turner,Letters,"Sancho, Ignatius",1,1782
1039,Miss Tomlinson,Letters,"Sancho, Ignatius",1,1782
1040,Rev. Mr. Tooke,Letters,"Sancho, Ignatius",1,1782
1041,Rev. Mr. Taylor,Letters,"Sancho, Ignatius",1,1782
1042,Rev. Daniel Turner,Letters,"Sancho, Ignatius",1,1782
1043,Mrs. M. Thrale,Letters,"Sancho, Ignatius",1,1782
1044,Miss Tatnall,Letters,"Sancho, Ignatius",1,1782
1045,Mr. Tregent,Letters,"Sancho, Ignatius",1,1782
1046,Mr. Thorley,Letters,"Sancho, Ignatius",1,1782
1047,"Mr. Tattersal, sen.",Letters,"Sancho, Ignatius",1,1782
1048,"Mr. Tattersal, jun.",Letters,"Sancho, Ignatius",1,1782
1049,Mr. Truelove,Letters,"Sancho, Ignatius",1,1782
1050,Mr. Towers,Letters,"Sancho, Ignatius",1,1782
1051,Mr. Tilt,Letters,"Sancho, Ignatius",1,1782
1052,Mrs. Mary Towshend,Letters,"Sancho, Ignatius",1,1782
1053,Mrs. Thomas,Letters,"Sancho, Ignatius",1,1782
1054,Mr. Tuck,Letters,"Sancho, Ignatius",1,1782
1055,D. L. T.,Letters,"Sancho, Ignatius",1,1782
1056,"Sir Gerard Vanneck, Bart.",Letters,"Sancho, Ignatius",1,1782
1057,Miss Vanneck,Letters,"Sancho, Ignatius",1,1782
1058,Miss Verney,Letters,"Sancho, Ignatius",1,1782
1059,Miss Sarah Vere,Letters,"Sancho, Ignatius",1,1782
1060,Mr. Abraham Vickery,Letters,"Sancho, Ignatius",1,1782
1061,Lord Willoughby de Broke,Letters,"Sancho, Ignatius",1,1782
1062,Lady Willoughby de Broke,Letters,"Sancho, Ignatius",1,1782
1063,Lord Walpole,Letters,"Sancho, Ignatius",1,1782
1064,Lady Anna Maria Waldegrave,Letters,"Sancho, Ignatius",1,1782
1065,Lady Horatia Waldegrave,Letters,"Sancho, Ignatius",1,1782
1066,Honourable Percy Wyndham,Letters,"Sancho, Ignatius",1,1782
1067,Honourable Charles Wyndham,Letters,"Sancho, Ignatius",1,1782
1068,Honourable Horatio Walpole,Letters,"Sancho, Ignatius",1,1782
1069,Honourable Mrs. R. Walpole,Letters,"Sancho, Ignatius",1,1782
1070,Honourable Mr. Watson,Letters,"Sancho, Ignatius",1,1782
1071,"Sir Watkin Williams Wynne, Bart.",Letters,"Sancho, Ignatius",1,1782
1072,Lady Williams Wynne,Letters,"Sancho, Ignatius",1,1782
1073,"Benjamin Waye, Esq.",Letters,"Sancho, Ignatius",1,1782
1074,"Gregory Waye, Esq.",Letters,"Sancho, Ignatius",1,1782
1075,"---- Woodhouse, Esq.",Letters,"Sancho, Ignatius",1,1782
1076,"G. Waddington, Esq.",Letters,"Sancho, Ignatius",1,1782
1077,"Humphry Walcot, Esq.",Letters,"Sancho, Ignatius",1,1782
1078,"John Walcot, Esq.",Letters,"Sancho, Ignatius",1,1782
1079,"John Wastell, Esq.",Letters,"Sancho, Ignatius",1,1782
1080,"T. Walker, Esq.",Letters,"Sancho, Ignatius",1,1782
1081,"Thomas Woodward, Esq.",Letters,"Sancho, Ignatius",1,1782
1082,"George Whatley, Esq.",Letters,"Sancho, Ignatius",1,1782
1083,"William Ward, Esq.",Letters,"Sancho, Ignatius",1,1782
1084,"Edward Williams, Esq.",Letters,"Sancho, Ignatius",1,1782
1085,"Fowler Walker, Esq.",Letters,"Sancho, Ignatius",1,1782
1086,Mr. C. Walker,Letters,"Sancho, Ignatius",1,1782
1087,"Daniel Wilson, Esq.",Letters,"Sancho, Ignatius",1,1782
1088,Mrs. Wilson,Letters,"Sancho, Ignatius",1,1782
1089,Rev. Dr. Wollaston,Letters,"Sancho, Ignatius",1,1782
1090,"Michael Wodhull, Esq.",Letters,"Sancho, Ignatius",1,1782
1091,Mrs. Wodhull,Letters,"Sancho, Ignatius",1,1782
1092,Rev. Mr. Waring,Letters,"Sancho, Ignatius",1,1782
1093,"Dr. Richard Warren, F. R. S.",Letters,"Sancho, Ignatius",1,1782
1094,Mr. Waddington,Letters,"Sancho, Ignatius",1,1782
1095,Mr. Edward Whiteside,Letters,"Sancho, Ignatius",1,1782
1096,Mr. J. Warbruck,Letters,"Sancho, Ignatius",1,1782
1097,Mr. Wilson,Letters,"Sancho, Ignatius",1,1782
1098,Mr. Wall,Letters,"Sancho, Ignatius",1,1782
1099,Miss Wyard,Letters,"Sancho, Ignatius",1,1782
1100,Mr. Warren,Letters,"Sancho, Ignatius",1,1782
1101,Mr. Wood,Letters,"Sancho, Ignatius",1,1782
1102,Mrs. Christian Williams,Letters,"Sancho, Ignatius",1,1782
1103,Mr. Thomas Wilson,Letters,"Sancho, Ignatius",1,1782
1104,Mr. White,Letters,"Sancho, Ignatius",1,1782
1105,Miss Hannah Wilkinson,Letters,"Sancho, Ignatius",1,1782
1106,"Robert White, M. D.",Letters,"Sancho, Ignatius",1,1782
1107,Mr. J. Weatherall,Letters,"Sancho, Ignatius",1,1782
1108,Rev. Mr. Wright,Letters,"Sancho, Ignatius",1,1782
1109,Mr. Robert Wyatt,Letters,"Sancho, Ignatius",1,1782
1110,Mr. William Withey,Letters,"Sancho, Ignatius",1,1782
1111,Mr. Walmesley,Letters,"Sancho, Ignatius",1,1782
1112,Mr. Henry Wood,Letters,"Sancho, Ignatius",1,1782
1113,Dr. Warren,Letters,"Sancho, Ignatius",1,1782
1114,Mr. Whitmore,Letters,"Sancho, Ignatius",1,1782
1115,Mr. Woodford,Letters,"Sancho, Ignatius",1,1782
1116,Miss E. Walker,Letters,"Sancho, Ignatius",1,1782
1117,Mr. Warburton,Letters,"Sancho, Ignatius",1,1782
1118,Mr. Michael Williams,Letters,"Sancho, Ignatius",1,1782
1119,Mr. Wheatley,Letters,"Sancho, Ignatius",1,1782
1120,Mr. Weatherby,Letters,"Sancho, Ignatius",1,1782
1121,Mr. James Weatherby,Letters,"Sancho, Ignatius",1,1782
1122,Mr. Thomas Watson,Letters,"Sancho, Ignatius",1,1782
1123,Mr. Warrand,Letters,"Sancho, Ignatius",1,1782
1124,Mrs. Worledge,Letters,"Sancho, Ignatius",1,1782
1125,Mr. Wingrave,Letters,"Sancho, Ignatius",1,1782
1126,Mrs. Wingrave,Letters,"Sancho, Ignatius",1,1782
1127,Mr. Wells,Letters,"Sancho, Ignatius",1,1782
1128,Mr. James Webb,Letters,"Sancho, Ignatius",1,1782
1129,Mr. Joseph White,Letters,"Sancho, Ignatius",1,1782
1130,Mrs. Wase,Letters,"Sancho, Ignatius",1,1782
1131,Mrs. Webster,Letters,"Sancho, Ignatius",1,1782
1132,Mrs. Woodford,Letters,"Sancho, Ignatius",1,1782
1133,Mr. Webster,Letters,"Sancho, Ignatius",1,1782
1134,Mr. D. Webster,Letters,"Sancho, Ignatius",1,1782
1135,Mr. Wright,Letters,"Sancho, Ignatius",1,1782
1136,Mr. Wolfe,Letters,"Sancho, Ignatius",1,1782
1137,Mr. Wyman,Letters,"Sancho, Ignatius",1,1782
1138,Mr. F. Woolston,Letters,"Sancho, Ignatius",1,1782
1139,Mr. Benjamin Wiseman,Letters,"Sancho, Ignatius",1,1782
1140,Mr. Wood,Letters,"Sancho, Ignatius",1,1782
1141,Miss Wilding,Letters,"Sancho, Ignatius",1,1782
1142,Mr. Walker,Letters,"Sancho, Ignatius",1,1782
1143,Miss Wye,Letters,"Sancho, Ignatius",1,1782
1144,Mrs. Wilkes,Letters,"Sancho, Ignatius",1,1782
1145,Mr. Wood,Letters,"Sancho, Ignatius",1,1782
1146,Mr. W. Windle,Letters,"Sancho, Ignatius",1,1782
1147,Mr. Wigley,Letters,"Sancho, Ignatius",1,1782
1148,Capt. Williams,Letters,"Sancho, Ignatius",1,1782
1149,Mr. B. West,Letters,"Sancho, Ignatius",1,1782
1150,Lady Yates,Letters,"Sancho, Ignatius",1,1782
1151,Rev. Dr. Yates,Letters,"Sancho, Ignatius",1,1782
1152,"Rev. S. Yorke, A. B.",Letters,"Sancho, Ignatius",1,1782
1153,Miss Yorke,Letters,"Sancho, Ignatius",1,1782
1154,Miss Younge,Letters,"Sancho, Ignatius",1,1782
1155,Mr. Robert Young,Letters,"Sancho, Ignatius",1,1782
1156,Mr. Young,Letters,"Sancho, Ignatius",1,1782
1157,Mrs. Yeates,Letters,"Sancho, Ignatius",1,1782
1158,A Young Gentleman.,Letters,"Sancho, Ignatius",1,1782
1159,R. B.,Letters,"Sancho, Ignatius",1,1782
1160,Mr. Bayley,Letters,"Sancho, Ignatius",1,1782
1161,"John Belchier, Esq.",Letters,"Sancho, Ignatius",1,1782
1162,Mr. Berthaud,Letters,"Sancho, Ignatius",1,1782
1163,Mr. Thomas Bowyer,Letters,"Sancho, Ignatius",1,1782
1164,"George Brough, Esq.",Letters,"Sancho, Ignatius",1,1782
1165,Mr. Cave,Letters,"Sancho, Ignatius",1,1782
1166,"Herbert Croft, jun. Esq.",Letters,"Sancho, Ignatius",1,1782
1167,Mrs. Durant,Letters,"Sancho, Ignatius",1,1782
1168,Mr. Dutton,Letters,"Sancho, Ignatius",1,1782
1169,Mr. Robert Edmunds,Letters,"Sancho, Ignatius",1,1782
1170,"Sir Samuel Fludyer, Bart.",Letters,"Sancho, Ignatius",1,1782
1171,Mr. Fell,Letters,"Sancho, Ignatius",1,1782
1172,"Randolph Greenway, Esq.",Letters,"Sancho, Ignatius",1,1782
1173,Mr. Henderson,Letters,"Sancho, Ignatius",1,1782
1174,"Sir Lionel Lyde, Bart.",Letters,"Sancho, Ignatius",1,1782
1175,"Anthony Lax, Esq.",Letters,"Sancho, Ignatius",1,1782
1176,Mr. Aubrey Joseph Lum,Letters,"Sancho, Ignatius",1,1782
1177,"Nathaniel Polhill, Esq.",Letters,"Sancho, Ignatius",1,1782
1178,Mr. John Watson Reed,Letters,"Sancho, Ignatius",1,1782
1179,Mr. Isaac Reed,Letters,"Sancho, Ignatius",1,1782
1180,Mr. Robson,Letters,"Sancho, Ignatius",1,1782
1181,"Henry Stapleton, Esq.",Letters,"Sancho, Ignatius",1,1782
