title_key,person_name,wikidata_id,start_year,end_year,source
lord mayor of london,Christopher Packe,Q5113019,1654,1654,wikidata
lord mayor of london,John Dethick,Q16199986,1655,,wikidata
lord mayor of london,Robert Tichborne,Q7350395,1656,1657,wikidata
lord mayor of london,Richard Chiverton,Q16239289,1657,1658,wikidata
lord mayor of london,John Ireton,Q6240852,1658,1658,wikidata
lord mayor of london,"Sir Thomas Allen, 1st Baronet",Q7529028,1659,1659,wikidata
lord mayor of london,"Sir Richard Browne, 1st Baronet, of London",Q16190216,1660,1660,wikidata
lord mayor of london,John Frederick,Q14809005,1661,,wikidata
lord mayor of london,Sir John Robinson,Q7528022,1662,1662,wikidata
lord mayor of london,Anthony Bateman,Q4772078,1663,1663,wikidata
lord mayor of london,John Lawrence,Q6244176,1664,1665,wikidata
lord mayor of london,Thomas Bloodworth,Q921863,1665,,wikidata
lord mayor of london,William Bolton,Q8005684,1666,1667,wikidata
lord mayor of london,William Turner,Q8019574,1668,1669,wikidata
lord mayor of london,Sir Samuel Starling,Q75785785,1669,1670,wikidata
lord mayor of london,Sir Richard Ford,Q16837338,1670,,wikidata
lord mayor of london,Sir William Hooker,Q75963121,1673,,wikidata
lord mayor of london,"Sir Robert Viner, 1st Baronet",Q2472240,1674,,wikidata
lord mayor of london,Sir Joseph Sheldon,Q75826320,1675,1675,wikidata
lord mayor of london,Thomas Davies,Q18559885,1676,1676,wikidata
lord mayor of london,Sir Francis Chaplin,Q75568989,1677,1677,wikidata
lord mayor of london,Robert Clayton,Q7342961,1679,,wikidata
lord mayor of london,Patience Ward,Q7144942,1680,1680,wikidata
lord mayor of london,John Moore,Q6249260,1681,,wikidata
lord mayor of london,William Prichard,Q8017088,1682,1683,wikidata
lord mayor of london,Henry Tulse,Q5729355,1683,1683,wikidata
lord mayor of london,James Smyth,Q125647642,1684,,wikidata
lord mayor of london,Robert Geffrye,Q16239647,1685,1685,wikidata
lord mayor of london,Sir John Peake,Q75436172,1686,1686,wikidata
lord mayor of london,John Shorter,Q22998064,1687,1687,wikidata
lord mayor of london,John Eyles,Q16239516,1688,1688,wikidata
lord mayor of london,Thomas Pilkington,Q7793172,1689,1690,wikidata
lord mayor of london,Sir Thomas Stamp,Q75500501,1691,,wikidata
lord mayor of london,John Fleet,Q6233409,1692,1693,wikidata
lord mayor of london,William Ashhurst,Q8004618,1693,1694,wikidata
lord mayor of london,Sir Thomas Lane,Q130494263,1694,1695,wikidata
lord mayor of london,John Houblon,Q372504,1695,1696,wikidata
lord mayor of london,Edward Clarke,Q60771413,1696,1696,wikidata
lord mayor of london,Humphrey Edwin,Q5941378,1697,1697,wikidata
lord mayor of london,Francis Child,Q16239281,1698,1699,wikidata
lord mayor of london,Richard Levett,Q7327356,1699,1700,wikidata
lord mayor of london,Thomas Abney,Q7786931,1700,1701,wikidata
lord mayor of london,William Gore,Q22038952,1701,1701,wikidata
lord mayor of london,Samuel Dashwood,Q19979589,1702,1702,wikidata
lord mayor of london,John Parsons,Q30321462,1703,1703,wikidata
lord mayor of london,Owen Buckingham,Q16859256,1704,1704,wikidata
lord mayor of london,Thomas Rawlinson,Q18530856,1705,1706,wikidata
lord mayor of london,Robert Bedingfield,Q26791025,1706,1707,wikidata
lord mayor of london,William Withers,Q8020498,1707,1707,wikidata
lord mayor of london,Charles Duncombe,Q5077005,1708,1708,wikidata
lord mayor of london,"Sir Samuel Garrard, 4th Baronet",Q7528939,1709,1709,wikidata
lord mayor of london,"Sir Gilbert Heathcote, 1st Baronet",Q7526972,1710,1710,wikidata
lord mayor of london,Robert Beachcroft,Q59919325,1711,1712,wikidata
lord mayor of london,Richard Hoare,Q3430869,1712,1713,wikidata
lord mayor of london,Samuel Stanier,Q59919355,1713,1713,wikidata
lord mayor of london,William Humfreys,Q8012666,1714,1715,wikidata
lord mayor of london,Charles Peers,Q5081564,1715,1716,wikidata
lord mayor of london,James Bateman,Q22336759,1716,1717,wikidata
lord mayor of london,William Lewen,Q30312761,1717,1718,wikidata
lord mayor of london,John Ward,Q22909702,1718,1719,wikidata
lord mayor of london,George Thorold,Q5545214,1719,1729,wikidata
lord mayor of london,"Sir John Fryer, 1st Baronet",Q28131535,1720,1721,wikidata
lord mayor of london,Gerard Conyers,Q22336791,1722,1722,wikidata
lord mayor of london,Peter Delmé,Q7173618,1723,1723,wikidata
lord mayor of london,Sir George Merttins,Q76329843,1724,1725,wikidata
lord mayor of london,"Sir John Eyles, 2nd Baronet",Q7527769,1726,1726,wikidata
lord mayor of london,Humphrey Parsons,Q18576351,1730,1731,wikidata
lord mayor of london,Francis Child,Q15637739,1731,1732,wikidata
lord mayor of london,William Billers,Q28864157,1733,1734,wikidata
lord mayor of london,Edward Bellamy,Q22336766,1734,1734,wikidata
lord mayor of london,John Williams,Q6264348,1735,1736,wikidata
lord mayor of london,Sir John Thompson,Q96086375,1736,1737,wikidata
lord mayor of london,John Barnard,Q6220731,1737,1738,wikidata
lord mayor of london,Micajah Perry,Q18819701,1738,1739,wikidata
lord mayor of london,Robert Willimot,Q28062229,1742,1743,wikidata
lord mayor of london,George Heathcote,Q5540371,1742,1742,wikidata
lord mayor of london,Henry Marshall,Q36704872,1744,1745,wikidata
lord mayor of london,Richard Hoare,Q19325209,1745,1745,wikidata
lord mayor of london,William Benn,Q60765759,1746,1747,wikidata
lord mayor of london,Robert Ladbroke,Q18160477,1747,1748,wikidata
lord mayor of london,William Calvert,Q16885503,1748,1749,wikidata
lord mayor of london,Samuel Pennant,Q7412378,1749,1750,wikidata
lord mayor of london,Thomas Winterbottom,Q130360364,1751,1752,wikidata
lord mayor of london,Crisp Gascoyne,Q3002790,1752,1753,wikidata
lord mayor of london,Thomas Rawlinson,Q18577099,1753,1754,wikidata
lord mayor of london,Edward Ironside,Q59978433,1753,1753,wikidata
lord mayor of london,Stephen Theodore Janssen,Q36622498,1754,1754,wikidata
lord mayor of london,Slingsby Bethell,Q24254297,1755,1756,wikidata
lord mayor of london,Marshe Dickinson,Q26779219,1756,1757,wikidata
lord mayor of london,"Sir Charles Asgill, 1st Baronet",Q7526169,1757,1758,wikidata
lord mayor of london,"Sir Richard Glyn, 1st Baronet, of Ewell",Q7528581,1758,1759,wikidata
lord mayor of london,Matthew Blakiston,Q6790173,1760,1761,wikidata
lord mayor of london,"Sir Samuel Fludyer, 1st Baronet",Q3471114,1761,1762,wikidata
lord mayor of london,William Beckford,Q333240,1762,1763,wikidata
lord mayor of london,Sir William Stephenson,Q75558014,1764,1765,wikidata
lord mayor of london,Robert Kite,Q7346394,1766,1767,wikidata
lord mayor of london,Thomas Harley,Q7790431,1767,1768,wikidata
lord mayor of london,Samuel Turner,Q75939910,1768,1769,wikidata
lord mayor of london,William Beckford,Q333240,1769,1770,wikidata
lord mayor of london,Barlow Trecothick,Q26880502,1770,1770,wikidata
lord mayor of london,Brass Crosby,Q4957862,1770,1771,wikidata
lord mayor of london,William Nash,Q21597592,1771,1772,wikidata
lord mayor of london,James Townsend,Q6144375,1772,1773,wikidata
lord mayor of london,Frederick Bull,Q26790484,1773,1774,wikidata
lord mayor of london,John Wilkes,Q333127,1774,1775,wikidata
lord mayor of london,John Sawbridge,Q6256771,1775,1776,wikidata
lord mayor of london,Thomas Hallifax,Q16201984,1776,1777,wikidata
lord mayor of london,James Esdaile,Q6133513,1777,1778,wikidata
lord mayor of london,Brackley Kennett,Q4953726,1779,1780,wikidata
lord mayor of london,Watkin Lewes,Q7974676,1780,1781,wikidata
lord mayor of london,William Bridgen,Q75418652,1783,1784,wikidata
lord mayor of london,Thomas Wright,Q25171779,1785,1786,wikidata
lord mayor of london,Thomas Sainsbury,Q130360078,1786,1787,wikidata
lord mayor of london,William Pickett,Q20530059,1789,1790,wikidata
lord mayor of london,John Boydell,Q321419,1790,1791,wikidata
lord mayor of london,Sir John Hopkins,Q76189387,1791,1792,wikidata
lord mayor of london,"Sir James Sanderson, 1st Baronet",Q7527484,1792,1793,wikidata
lord mayor of london,Paul Le Mesurier,Q18534871,1793,1794,wikidata
lord mayor of london,Thomas Skinner,Q96079712,1794,1795,wikidata
lord mayor of london,"Sir William Curtis, 1st Baronet",Q7529551,1795,1796,wikidata
lord mayor of london,Brook Watson,Q4974369,1796,1797,wikidata
lord mayor of london,"Sir John Anderson, 1st Baronet, of Mill Hill",Q7527555,1797,1798,wikidata
lord mayor of london,"Sir Richard Glyn, 1st Baronet, of Gaunt's House",Q7528585,1798,1799,wikidata
lord mayor of london,Harvey Christian Combe,Q5677102,1799,1800,wikidata
lord mayor of london,William Staines,Q18162504,1800,1801,wikidata
lord mayor of london,"Sir Charles Price, 1st Baronet",Q7526281,1802,1803,wikidata
lord mayor of london,"Sir John Perring, 1st Baronet",Q15994685,1803,1804,wikidata
lord mayor of london,Peter Perchard,Q16858186,1804,1805,wikidata
lord mayor of london,"Sir James Shaw, 1st Baronet",Q7527489,1805,1806,wikidata
lord mayor of london,William Leighton,Q16857822,1806,1807,wikidata
lord mayor of london,John Ansley,Q16151390,1807,1808,wikidata
lord mayor of london,"Sir Charles Flower, 1st Baronet",Q16857611,1808,1809,wikidata
lord mayor of london,Thomas Smith,Q26827839,1809,1810,wikidata
lord mayor of london,"Sir Claudius Hunter, 1st Baronet",Q7526345,1811,1812,wikidata
lord mayor of london,George Scholey,Q18392301,1812,1813,wikidata
lord mayor of london,"Sir William Domville, 1st Baronet",Q21061992,1813,1814,wikidata
lord mayor of london,Samuel Birch,Q16842221,1814,1815,wikidata
lord mayor of london,"Sir Matthew Wood, 1st Baronet",Q7528319,1815,1817,wikidata
lord mayor of london,Christopher Smith,Q22041142,1817,1818,wikidata
lord mayor of london,John Atkins,Q6219675,1818,1819,wikidata
lord mayor of london,George Bridges,Q24254553,1819,1820,wikidata
lord mayor of london,John Thomas Thorp,Q26262560,1820,1821,wikidata
lord mayor of london,Christopher Magnay,Q5112792,1821,1822,wikidata
lord mayor of london,"Sir William Heygate, 1st Baronet",Q19874139,1822,1823,wikidata
lord mayor of london,Robert Waithman,Q7350786,1823,1824,wikidata
lord mayor of london,William Venables,Q24568675,1825,1826,wikidata
lord mayor of london,William Thompson,Q18936317,1828,1829,wikidata
lord mayor of london,John Crowder,Q18576461,1829,1830,wikidata
lord mayor of london,"Sir John Key, 1st Baronet",Q7527866,1830,1832,wikidata
lord mayor of london,Peter Laurie,Q7175372,1832,1833,wikidata
lord mayor of london,Henry Winchester,Q24568682,1834,1835,wikidata
lord mayor of london,William Taylor Copeland,Q8019215,1835,1836,wikidata
lord mayor of london,John Cowan,Q6227365,1837,1838,wikidata
lord mayor of london,Samuel Wilson,Q130344230,1838,1839,wikidata
lord mayor of london,"Sir John Pirie, 1st Baronet",Q7528008,1841,1842,wikidata
lord mayor of london,John Humphery,Q21556538,1842,1843,wikidata
lord mayor of london,"Sir William Magnay, 1st Baronet",Q7529676,1843,1844,wikidata
lord mayor of london,"Sir James Duke, 1st Baronet",Q7527407,1848,1849,wikidata
lord mayor of london,"Sir John Musgrove, 1st Baronet",Q7527958,1850,1851,wikidata
lord mayor of london,Thomas Challis,Q16065383,1852,1853,wikidata
lord mayor of london,Thomas Sidney,Q26257753,1853,1854,wikidata
lord mayor of london,Francis Moon,Q5481949,1854,1855,wikidata
lord mayor of london,David Salomons,Q5239433,1855,1856,wikidata
lord mayor of london,William Ferneley Allen,Q113802097,1857,1858,wikidata
lord mayor of london,Robert Carden,Q13529861,1857,1858,wikidata
lord mayor of london,John Carter,Q130343507,1859,1860,wikidata
lord mayor of london,William Cubitt,Q8007345,1860,1862,wikidata
lord mayor of london,William Anderson Rose,Q13530033,1862,1863,wikidata
lord mayor of london,William Lawrence,Q8014353,1863,1864,wikidata
lord mayor of london,Warren Stormes Hale,Q7970506,1864,1865,wikidata
lord mayor of london,Benjamin Samuel Phillips,Q75606320,1865,1866,wikidata
lord mayor of london,"Sir Thomas Gabriel, 1st Baronet",Q7529131,1866,1867,wikidata
lord mayor of london,"Sir James Lawrence, 1st Baronet",Q7527452,1868,1869,wikidata
lord mayor of london,Robert Besley,Q7342077,1869,1870,wikidata
lord mayor of london,Thomas Dakin,Q130212799,1870,1871,wikidata
lord mayor of london,"Sir Sills John Gibbons, 1st Baronet",Q21597593,1871,1872,wikidata
lord mayor of london,"Sir Sydney Waterlow, 1st Baronet",Q7528999,1872,1873,wikidata
lord mayor of london,Andrew Lusk,Q4757810,1873,1874,wikidata
lord mayor of london,David Henry Stone,Q5234926,1874,1875,wikidata
lord mayor of london,William Cotton,Q8007151,1875,1876,wikidata
lord mayor of london,Thomas Owden,Q130342601,1877,1878,wikidata
lord mayor of london,Charles Whetham,Q5083489,1878,1879,wikidata
lord mayor of london,Francis Wyatt Truscott,Q23758958,1879,1880,wikidata
lord mayor of london,William McArthur,Q8015303,1880,1881,wikidata
lord mayor of london,"Sir John Whittaker Ellis, 1st Baronet",Q11803265,1881,1882,wikidata
lord mayor of london,"Sir Robert Fowler, 1st Baronet",Q3435129,1883,1884,wikidata
lord mayor of london,George Swan Nottage,Q76124243,1884,1885,wikidata
lord mayor of london,"Sir Robert Fowler, 1st Baronet",Q3435129,1885,1886,wikidata
lord mayor of london,Reginald Hanson,Q7308730,1886,1887,wikidata
lord mayor of london,Polydore de Keyser,Q2160543,1887,1888,wikidata
lord mayor of london,"Sir James Whitehead, 1st Baronet",Q7527510,1888,1889,wikidata
lord mayor of london,Henry Isaacs,Q1377161,1889,1890,wikidata
lord mayor of london,"Sir Joseph Savory, 1st Baronet",Q7528200,1890,1891,wikidata
lord mayor of london,David Treharne Evans,Q20733049,1891,1892,wikidata
lord mayor of london,"Sir Stuart Knill, 1st Baronet",Q30050977,1892,1893,wikidata
lord mayor of london,George Tyler,Q5545385,1893,1894,wikidata
lord mayor of london,"Sir Joseph Renals, 1st Baronet",Q76138668,1894,1895,wikidata
lord mayor of london,Sir Walter Henry Wilkin,Q108084669,1895,1896,wikidata
lord mayor of london,George Faudel-Phillips,Q22704637,1896,1897,wikidata
lord mayor of london,Horatio Davies,Q5902647,1897,1898,wikidata
lord mayor of london,John Voce Moore,Q6262055,1898,1899,wikidata
lord mayor of london,Sir Alfred James Newton,Q27832571,1899,1900,wikidata
lord mayor of london,"Sir Frank Green, 1st Baronet",Q109717348,1900,1901,wikidata
lord mayor of london,"Sir Joseph Dimsdale, 1st Baronet",Q7528185,1901,1902,wikidata
lord mayor of london,"Marcus Samuel, 1st Viscount Bearsted",Q336224,1902,1903,wikidata
lord mayor of london,"Sir James Ritchie, 1st Baronet",Q61962602,1903,1904,wikidata
lord mayor of london,"Sir John Pound, 1st Baronet",Q17010245,1904,1905,wikidata
lord mayor of london,"Sir Walter Morgan, 1st Baronet",Q7529393,1905,1906,wikidata
lord mayor of london,"Sir William Treloar, 1st Baronet",Q7529800,1906,1907,wikidata
lord mayor of london,"Sir John Charles Bell, 1st Baronet",Q56036413,1907,1908,wikidata
lord mayor of london,"George Truscott, 1st Baronet",Q26721343,1908,1909,wikidata
lord mayor of london,"Sir John Knill, 2nd Bt.",Q76046912,1909,1910,wikidata
lord mayor of london,Vezey Strong,Q12356445,1910,1911,wikidata
lord mayor of london,Thomas Crosby,Q105047266,1911,1912,wikidata
lord mayor of london,"Sir David Burnett, 1st Bt.",Q75417100,1912,1913,wikidata
lord mayor of london,"Sir Vansittart Bowater, 1st Baronet",Q7529349,1913,1914,wikidata
lord mayor of london,"Sir Charles Johnston, 1st Baronet",Q7526228,1914,1915,wikidata
lord mayor of london,"Charles Wakefield, 1st Viscount Wakefield",Q5083297,1915,1916,wikidata
lord mayor of london,"Sir William Dunn, 1st Baronet, of Clitheroe",Q7529569,1916,1917,wikidata
lord mayor of london,"Sir Charles Hanson, 1st Baronet",Q7526213,1917,1918,wikidata
lord mayor of london,"Horace Brooks Marshall, 1st Baron Marshall of Chipstead",Q5901571,1918,1918,wikidata
lord mayor of london,Edward Ernest Cooper,Q37339962,1919,1920,wikidata
lord mayor of london,"Sir James Roll, 1st Baronet",Q108032887,1920,1921,wikidata
lord mayor of london,"Sir John Baddeley, 1st Baronet",Q7527572,1921,1922,wikidata
lord mayor of london,Edward Cecil Moore,Q101094208,1922,1923,wikidata
lord mayor of london,"Sir Louis Newton, 1st Baronet",Q75557045,1923,1924,wikidata
lord mayor of london,"Sir Alfred Bower, 1st Baronet",Q7525971,1924,1925,wikidata
lord mayor of london,"Sir William Pryke, 1st Baronet",Q76132776,1925,1926,wikidata
lord mayor of london,"Rowland Blades, 1st Baron Ebbisham",Q7372100,1926,1927,wikidata
lord mayor of london,"Sir Charles Batho, 1st Baronet",Q27929608,1927,1928,wikidata
lord mayor of london,Kynaston Studd,Q14633124,1928,1929,wikidata
lord mayor of london,"Sir William Waterlow, 1st Baronet",Q29099150,1929,1930,wikidata
lord mayor of london,"Sir William Neal, 1st Baronet",Q15996315,1930,1931,wikidata
lord mayor of london,"Sir Maurice Jenks, 1st Baronet",Q22018753,1931,1932,wikidata
lord mayor of london,"Sir Percy Greenaway, 1st Baronet",Q75952653,1932,1933,wikidata
lord mayor of london,"Sir Charles Henry Collett, 1st Baronet",Q59584778,1933,1934,wikidata
lord mayor of london,Stephen Killik,Q101252467,1934,1935,wikidata
lord mayor of london,"Sir Percy Vincent, 1st Baronet",Q107916909,1935,1936,wikidata
lord mayor of london,"George Broadbridge, 1st Baron Broadbridge",Q5537264,1936,1937,wikidata
lord mayor of london,Harry Twyford,Q107298196,1937,1938,wikidata
lord mayor of london,Frank Bowater,Q5485417,1938,1939,wikidata
lord mayor of london,William Coxen,Q8007215,1939,1940,wikidata
lord mayor of london,"Sir George Wilkinson, 1st Baronet",Q21557172,1940,1941,wikidata
lord mayor of london,"Sir John Laurie, 1st Baronet",Q107915879,1941,1942,wikidata
lord mayor of london,"Samuel Joseph, 1st Baronet",Q15995915,1942,1943,wikidata
lord mayor of london,"Sir Frank Newson-Smith, 1st Baronet",Q56879832,1943,1944,wikidata
lord mayor of london,"Sir Frank Alexander, 1st Baronet",Q42156064,1944,1945,wikidata
lord mayor of london,"Sir Charles Davis, 1st Baronet",Q75806554,1945,1945,wikidata
lord mayor of london,Bracewell Smith,Q4953255,1946,1947,wikidata
lord mayor of london,"Sir Frederick Wells, 1st Baronet",Q75952659,1947,1948,wikidata
lord mayor of london,George Aylwen,Q47520335,1948,1949,wikidata
lord mayor of london,"Sir Frederick Rowland, 1st Baronet",Q107915020,1949,1950,wikidata
lord mayor of london,"Sir Denys Lowson, 1st Baronet",Q18527681,1950,1951,wikidata
lord mayor of london,Leslie Boyce,Q6530658,1951,1952,wikidata
lord mayor of london,Rupert de la Bère,Q7380377,1952,1953,wikidata
lord mayor of london,"Sir Noël Bowater, 2nd Baronet",Q7528396,1953,1954,wikidata
lord mayor of london,"Sir Seymour Howard, 1st Baronet",Q16005819,1954,1955,wikidata
lord mayor of london,Cuthbert Ackroyd,Q5196758,1955,1956,wikidata
lord mayor of london,"Sir Cullum Welch, 1st Baronet",Q19953742,1956,1957,wikidata
lord mayor of london,Denis Truscott,Q75753057,1957,1958,wikidata
lord mayor of london,"Sir Harold Gillett, 1st Baronet",Q7527036,1958,1959,wikidata
lord mayor of london,"Sir Edmund Stockdale, 1st Baronet",Q75455298,1959,1960,wikidata
lord mayor of london,Bernard Waley-Cohen,Q822764,1960,1961,wikidata
lord mayor of london,"Sir Frederick Alfred Hoare, 1st Bt",Q124337953,1961,1982,wikidata
lord mayor of london,"Sir Ralph Perring, 1st Baronet",Q61937823,1962,1963,wikidata
lord mayor of london,James Harman,Q108044516,1963,1964,wikidata
lord mayor of london,James Miller,Q19325014,1964,1965,wikidata
lord mayor of london,Lionel Denny,Q75854443,1965,1966,wikidata
lord mayor of london,Robert Bellinger,Q7342014,1966,1967,wikidata
lord mayor of london,Gilbert Inglefield,Q17451905,1967,1968,wikidata
lord mayor of london,Charles Trinder,Q107125186,1968,1969,wikidata
lord mayor of london,Ian Bowater,Q5980957,1969,1970,wikidata
lord mayor of london,Peter Malden Studd,Q7175617,1970,1971,wikidata
lord mayor of london,"Sir Hamilton Edward de Coucey Howard, 2nd Baronet",Q15971110,1971,1972,wikidata
lord mayor of london,"Alan Mais, Baron Mais",Q4707225,1972,1973,wikidata
lord mayor of london,Hugh Wontner,Q5933094,1973,1974,wikidata
lord mayor of london,Murray Fox,Q107120423,1974,1975,wikidata
lord mayor of london,Lindsay Ring,Q107120418,1975,1976,wikidata
lord mayor of london,Robin Gillett,Q7352419,1976,1977,wikidata
lord mayor of london,Peter Vanneck,Q7177468,1977,1978,wikidata
lord mayor of london,Kenneth Cork,Q3545284,1978,1979,wikidata
lord mayor of london,Peter Gadsden,Q7174153,1979,1980,wikidata
lord mayor of london,Ronald Gardner-Thorpe,Q20637082,1980,1981,wikidata
lord mayor of london,Christopher Leaver,Q17538688,1981,1982,wikidata
lord mayor of london,Anthony Jolliffe,Q107120657,1982,1983,wikidata
lord mayor of london,"Mary Donaldson, Lady Donaldson of Lymington",Q6779327,1983,1984,wikidata
lord mayor of london,Alan Traill,Q92846403,1984,1985,wikidata
lord mayor of london,Allan Davis,Q107915058,1985,1986,wikidata
lord mayor of london,David Rowe-Ham,Q107120666,1986,1987,wikidata
lord mayor of london,Greville Spratt,Q107120414,1987,1988,wikidata
lord mayor of london,Christopher Collett,Q75612328,1988,1989,wikidata
lord mayor of london,Hugh Bidwell,Q15971055,1989,1990,wikidata
lord mayor of london,Alexander Graham,Q27837152,1990,1991,wikidata
lord mayor of london,Brian Garton Jenkins,Q22278388,1991,1992,wikidata
lord mayor of london,Francis McWilliams,Q24006691,1992,1993,wikidata
lord mayor of london,Paul Newall,Q57239188,1993,1994,wikidata
lord mayor of london,Christopher Walford,Q65031456,1994,1995,wikidata
lord mayor of london,John Chalstrey,Q47484712,1995,1996,wikidata
lord mayor of london,Roger Cork,Q23682339,1996,1997,wikidata
lord mayor of london,Richard Nichols,Q65031256,1997,1998,wikidata
lord mayor of london,"Peter Levene, Baron Levene of Portsoken",Q2076647,1998,1999,wikidata
lord mayor of london,Clive Martin,Q15968082,1999,2000,wikidata
lord mayor of london,"Sir David Howarth Seymour Howard, 3rd Baronet",Q16106985,2000,2001,wikidata
lord mayor of london,Michael Oliver,Q6833235,2001,2002,wikidata
lord mayor of london,Gavyn Farr Arthur,Q22003191,2002,2003,wikidata
lord mayor of london,Robert Finch,Q7344333,2003,2004,wikidata
lord mayor of london,Michael Savory,Q6834144,2004,2005,wikidata
lord mayor of london,David Brewer,Q5241110,2005,2006,wikidata
lord mayor of london,John Stuttard,Q15070073,2006,2007,wikidata
lord mayor of london,David Lewis,Q5236559,2007,2008,wikidata
lord mayor of london,Ian Luder,Q5982096,2008,2009,wikidata
lord mayor of london,Nick Anstee,Q7026711,2009,2010,wikidata
lord mayor of london,Michael Bear,Q6828514,2010,2011,wikidata
lord mayor of london,David Wootton,Q5241293,2011,2012,wikidata
lord mayor of london,Roger Gifford,Q3439020,2012,2013,wikidata
lord mayor of london,Fiona Woolf,Q5451131,2013,2014,wikidata
lord mayor of london,Alan Yarrow,Q18197866,2014,2015,wikidata
lord mayor of london,Jeffrey Richard de Corban Evans,Q15989975,2015,2016,wikidata
lord mayor of london,Andrew Parmley,Q27861827,2016,2017,wikidata
lord mayor of london,Charles Bowman,Q47476991,2017,2018,wikidata
lord mayor of london,Peter Estlin,Q27734876,2018,2019,wikidata
lord mayor of london,William Russell,Q74148232,2019,2021,wikidata
lord mayor of london,Vincent Keaveny,Q104719163,2021,2022,wikidata
lord mayor of london,Nicholas Lyons,Q116146975,2022,2023,wikidata
lord mayor of london,Michael Raymond Mainelli,Q6832452,2023,2024,wikidata
lord mayor of london,Alastair John Naisbitt King,Q123865520,2024,2025,wikidata
lord mayor of london,Susan Langley,Q104708726,2025,,wikidata
visc. of fielding,,,,,
visc. of gallway,,,,,
visc. of midleton,,,,,
viscountess of chewton,,,,,
viscountess of gallway,,,,,
viscountess of irwin,,,,,
viscountess of midleton,,,,,
